rank,title,author,url,rating,ratings_count,reviews_count,description,format,language,published
177,In Cold Blood,Truman Capote,https://www.goodreads.com/book/show/168642.In_Cold_Blood,4.09,"738,822 ratings","29,644 reviews","On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence.","343 pages, Paperback",English,"January 17, 1966"
178,The Scarlet Letter,Nathaniel Hawthorne,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,3.44,"927,609 ratings","24,248 reviews","Set in 17th-century Puritan Boston, Massachusetts, during the years 1642 to 1649, it tells the story of Hester Prynne, who conceives a daughter through an affair and will not reveal her lover’s identity. The scarlet letter A (for adultery) she has to wear on her clothes, along with her public shaming, is her punishment for her sin and her secrecy. She struggles to create a new life of repentance and dignity. Throughout the book, Hawthorne explores themes of legalism, sin, and guilt.","279 pages, Paperback",English,"March 16, 1850"
179,"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,https://www.goodreads.com/book/show/30165203-american-gods,,,,,,,
180,The Five People You Meet in Heaven,Mitch Albom,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,4.01,"813,921 ratings","37,093 reviews","From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?""","196 pages, Hardcover",English,"September 23, 2003"
181,Watchmen,Alan             Moore,https://www.goodreads.com/book/show/472331.Watchmen,4.39,"598,531 ratings","19,375 reviews","Watchmen , the groundbreaking series from award-winning author Alan Moore and Dave Gibbons, presents a world where the mere presence of American superheroes changed history—the U.S. won the Vietnam War, Nixon is still president, and the Cold War is in full effect. Considered the greatest graphic novel in the history of the medium, the Hugo Award-winning story chronicles the fall from grace of a group of superheroes plagued by all-too-human failings. Along the way, the concept of the superhero is dissected as an unknown assassin stalks the erstwhile heroes.","416 pages, Paperback",English,"November 1, 1987"
182,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,,,,,,,
183,All Quiet on the Western Front,Erich Maria Remarque,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,4.11,"526,651 ratings","23,785 reviews","One by one the boys begin to fall… In 1914 a room full of German schoolboys, fresh-faced and idealistic, are goaded by their schoolmaster to troop off to the ‘glorious war’. With the fire and patriotism of youth they sign up. What follows is the moving story of a young ‘unknown soldier’ experiencing the horror and disillusionment of life in the trenches.","296 pages, Mass Market Paperback",English,"January 1, 1928"
184,"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,4.20,"591,279 ratings","7,795 reviews","Have a ball with Dr. Seuss and the Cat in the Hat in this classic picture book...but don't forget to clean up your mess! Then he said That is that. And then he was gone With a tip of his hat. A dreary day turns into a wild romp when this beloved story introduces readers to the Cat in the Hat and his troublemaking friends, Thing 1 and Thing 2 – And don't forget Fish ! A favorite among kids, parents and teachers, this story uses simple words and basic rhyme to encourage and delight beginning readers. Originally created by Dr. Seuss himself, Beginner Books are fun, funny, and easy to read. These unjacketed hardcover early readers encourage children to read all on their own, using simple words and illustrations. Smaller than the classic large format Seuss picture books like The Lorax and Oh, The Places You'll Go! , these portable packages are perfect for practicing readers ages 3-7, and lucky parents too!","61 pages, Hardcover",English,"March 12, 1957"
185,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,https://www.goodreads.com/book/show/12067.Good_Omens,4.25,"831,258 ratings","44,961 reviews","According to the Nice and Accurate Prophecies of Agnes Nutter - the world's only totally reliable guide to the future - the world will end on a Saturday. Next Saturday, in fact. Just after tea... People have been predicting the end of the world almost from its very beginning, so it’s only natural to be sceptical when a new date is set for Judgement Day. This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons – well, one fast-living demon and a somewhat fussy angel – would quite like the Rapture not to happen. And someone seems to have misplaced the Antichrist…","491 pages, Mass Market Paperback",English,"May 10, 1990"
186,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,https://www.goodreads.com/book/show/256008.Lonesome_Dove,4.58,"253,278 ratings","20,811 reviews","A love story, an adventure, and an epic of the frontier, Larry McMurtry’s Pulitzer Prize-winning classic, Lonesome Dove , the third book in the Lonesome Dove tetralogy, is the grandest novel ever written about the last defiant wilderness of America. Journey to the dusty little Texas town of Lonesome Dove and meet an unforgettable assortment of heroes and outlaws, whores and ladies, Indians and settlers. Richly authentic, beautifully written, always dramatic, Lonesome Dove is a book to make us laugh, weep, dream, and remember.","960 pages, Mass Market Paperback",English,"January 1, 1985"
187,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/114345.The_Little_House_Collection,4.36,"157,574 ratings","2,570 reviews","This nine-book paperback box set of the classic series features the classic black-and-white artwork from Garth Williams. The nine books in the timeless Little House series tell the story of Laura’s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family. Little House in the Big Woods Meet the Ingalls family—Laura, Ma, Pa, Mary, and baby Carrie, who all live in a cozy log cabin in the big woods of Wisconsin in the 1870s. Though many of their neighbors are wolves and panthers and bears, the woods feel like home, thanks to Ma’s homemade cheese and butter and the joyful sounds of Pa’s fiddle. Farmer Boy As Laura Ingalls is growing up in a little house in Kansas, Almanzo Wilder lives on a big farm in New York. He and his brothers and sisters work hard from dawn to supper to help keep their family farm running. Almanzo wishes for just one thing—his very own horse—but he must prove that he is ready for such a big responsibility. Little House on the Prairie When Pa decides to sell the log house in the woods, the family packs up and moves from Wisconsin to Kansas, where Pa builds them their little house on the prairie! Living on the farm is different from living in the woods, but Laura and her family are kept busy and are happy with the promise of their new life on the prairie. On the Banks of Plum Creek The Ingalls family lives in a sod house beside Plum Creek in Minnesota until Pa builds them a new house made of sawed lumber. The money for the lumber will come from their first wheat crop. But then, just before the wheat is ready to harvest, a strange glittering cloud fills the sky, blocking out the sun. Millions of grasshoppers cover the field and everything on the farm, and by the end of a week, there is no wheat crop left. By the Shores of Silver Lake Pa Ingalls heads west to the unsettled wilderness of the Dakota Territory. When Ma, Mary, Laura, Carrie, and baby Grace join him, they become the first settlers in the town of De Smet. Pa starts work on the first building of the brand new town, located on the shores of Silver Lake. The Long Winter The first terrible storm comes to the barren prairie in October. Then it snows almost without stopping until April. With snow piled as high as the rooftops, it’s impossible for trains to deliver supplies, and the townspeople, including Laura and her family, are starving. Young Almanzo Wilder, who has settled in the town, risks his life to save the town. Little Town on the Prairie De Smet is rejuvenated with the beginning of spring. But in addition to the parties, socials, and “literaries,” work must continue. Laura spends many hours sewing shirts to help Ma and Pa get enough money to send Mary to a college for the blind. But in the evenings, Laura makes time for a new caller, Almanzo Wilder. These Happy Golden Years Laura must continue to earn money to keep Mary in her college for the blind, so she gets a job as a teacher. It’s not easy, and for the first time she’s living away from home. But it gets a little better every Friday, when Almanzo picks Laura up to take her back home for the weekend. Though Laura is still young, she and Almanzo are officially courting, and she knows that this is a time for new beginnings. The First Four Years Laura Ingalls and Almanzo Wilder have just been married! They move to a small prairie homestead to start their lives together. But each year brings new challenges—storms, sickness, fire, and unpaid debts. These first four years call for courage, strength, and a great deal of determination. And through it all, Laura and Almanzo still have their love, which only grows when baby Rose arrives.","2700 pages, Paperback",English,"January 1, 1971"
188,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,https://www.goodreads.com/book/show/6339664-hush-hush,3.92,"747,098 ratings","32,258 reviews","A SACRED OATH A FALLEN ANGEL A FORBIDDEN LOVE Romance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment. But after a series of terrifying encounters, Nora's not sure whom to trust. Patch seems to be everywhere she is and seems to know more about her than her closest friends. She can't decide whether she should fall into his arms or run and hide. And when she tries to seek some answers, she finds herself near a truth that is way more unsettling than anything Patch makes her feel. For she is right in the middle of an ancient battle between the immortal and those that have fallen - and, when it comes to choosing sides, the wrong choice will cost Nora her life.","391 pages, Hardcover",English,"October 13, 2009"
189,American Psycho,Bret Easton Ellis,https://www.goodreads.com/book/show/28676.American_Psycho,3.80,"369,082 ratings","26,502 reviews","Patrick Bateman is twenty-six and works on Wall Street. He is handsome, sophisticated, charming and intelligent. He is also a psychopath. Taking us to head-on collision with America's greatest dream—and its worst nightmare— American Psycho is a bleak, bitter, black comedy about a world we all recognize but do not wish to confront.","399 pages, Paperback",English,"March 6, 1991"
190,"Peter Pan (Peter Pan, #2)",J.M. Barrie,https://www.goodreads.com/book/show/34268.Peter_Pan,4.03,"375,736 ratings","18,783 reviews","A fabulously redesigned edition of a Michael Hague backlist classic Peter Pan, the book based on J. M. Barrie's famous play, is filled with unforgettable characters: Peter Pan, the boy who would not grow up; the fairy, Tinker Bell; the evil pirate, Captain Hook; and the three children-Wendy, John, and Michael-who fly off with Peter Pan to Neverland, where they meet Indians and pirates and a crocodile that ticks. Renowned children's-book artist Michael Hague has brought the amazing adventures of Peter Pan to life. His beautiful illustrations capture the wild, seductive power of this classic book. This newly designed edition will be enjoyed by fans young and old alike.","155 pages, Hardcover",English,"January 1, 1911"
191,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,,,,,,,
192,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,,,,,,,
193,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,https://www.goodreads.com/book/show/7896527-throne-of-glass,4.19,"2,504,364 ratings","175,872 reviews","When magic has gone from the world, and a vicious king rules from his throne of glass, an assassin comes to the castle. She does not come to kill, but to win her freedom. If she can defeat twenty-three killers, thieves, and warriors in a competition to find the greatest assassin in the land, she will become the king's champion and be released from prison. Her name is Celaena Sardothien. The Crown Prince will provoke her. The Captain of the Guard will protect her. And a princess from a foreign land will become the one thing she never thought she'd have again: a friend. But something evil dwells in the castle-and it's there to kill. When her competitors start dying, horribly, one by one, Celaena's fight for freedom becomes a fight for survival, and a desperate quest to root out the source of the evil before it destroys her world.","406 pages, Hardcover",English,"August 7, 2012"
194,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury,4.63,"3,291,965 ratings","264,823 reviews","Feyre survived Amarantha's clutches to return to the Spring Court—but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people. Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms—and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world cleaved in two. With more than a million copies sold of her beloved Throne of Glass series, Sarah J. Maas's masterful storytelling brings this second book in her seductive and action-packed series to new heights.","626 pages, Kindle Edition",English,"May 3, 2016"
195,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,4.24,"1,390,125 ratings","60,205 reviews","The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment. In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come.","279 pages, Hardcover",English,"April 1, 2006"
196,The Virgin Suicides,Jeffrey Eugenides,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,3.78,"422,119 ratings","33,456 reviews","The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence- the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.","250 pages, Paperback",English,"January 1, 1993"
197,Love in the Time of Cholera,Gabriel García Márquez,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,3.94,"551,777 ratings","32,257 reviews","In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.","348 pages, Paperback",English,"November 1, 1985"
198,"Insurgent (Divergent, #2)",Veronica Roth,https://www.goodreads.com/book/show/11735983-insurgent,,,,,,,
199,Room,Emma Donoghue,https://www.goodreads.com/book/show/31685789-room,,,,,,,
200,A Walk to Remember,Nicholas Sparks,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,4.20,"848,208 ratings","18,705 reviews","There was a time when the world was sweeter...when the women in Beaufort, North Carolina, wore dresses, and the men donned hats...when something happened to a seventeen-year-old boy that would change his life forever. Every April, when the wind blows in from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister. A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it. Then a twist of fate made Jamie his partner for the homecoming dance, and Landon Carter's life would never be the same. Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood. No other author today touches our emotions more deeply than Nicholas Sparks. Illuminating both the strength and the gossamer fragility of our deepest emotions, his two New York Times bestsellers, The Notebook and Message in a Bottle , have established him as the leading author of today's most cherished love stories. Now, in A Walk to Remember , he tells a truly unforgettable story, one that glimmers with all of his magic, holding us spellbound-and reminding us that in life each of us may find one great love, the kind that changes everything...","215 pages, Kindle Edition",English,"October 1, 1999"
